American Legislative Exchange Council (ALEC),www.alec.org,24,MIXED
American Liberty Report,www.americanlibertyreport.com,26,MIXED
American Military News,americanmilitarynews.com,27,HIGH
American News 24/7,www.americandailynews.org,30,MIXED
American News Hub,www.americanewshub.com,28,MIXED
American News X,americannewsx.com,-26,MIXED
American Public Media,www.americanpublicmedia.org,-8,HIGH
American Spectator,spectator.org,26,HIGH
American Thinker,www.americanthinker.com,27,MIXED
American United for Separation of Church and State,www.au.org,-18,HIGH
American Web Media (AWM),awm.com,19,MIXED
Americans for Prosperity,americansforprosperity.org,29,MIXED
Americas Quarterly,www.americasquarterly.org,10,HIGH
Ammoland,www.ammoland.com,24,HIGH
Amnesty International,www.amnesty.org,-5,HIGH
Anadolu Agency,www.aa.com.tr,24,MIXED
Angry White Men,angrywhitemen.org,-21,HIGH
Anniston Star,www.annistonstar.com,-16,HIGH
Anthropocene Magazine,www.anthropocenemagazine.org,-4,VERY HIGH
Anthropocene Magazine,www.anthropocenemagazine.org,-4,VERY HIGH
Anti-Defamation League,www.adl.org,-11,HIGH
Anti-Fascist News,antifascistnews.net,-18,MIXED
Anti-War,antiwar.com,16,MIXED
AOL,www.aol.com,-14,HIGH
APM Reports,www.apmreports.org,-10,HIGH
APTN News,aptnnews.ca,-4,HIGH
Ara News,aranews.net,-12,HIGH
Arab News,www.arabnews.com,10,HIGH
Arizona Capitol Times,azcapitoltimes.com,-1,HIGH
Arizona Daily Independent,arizonadailyindependent.com,24,MIXED
Arizona Daily Star,tucson.com,-13,HIGH
Arizona Daily Sun,azdailysun.com,-7,HIGH
Arizona Republic,www.azcentral.com,12,HIGH
Arkansas Democrat-Gazette,www.arkansasonline.com,11,HIGH
Armstrong Economics,www.armstrongeconomics.com,11,HIGH
Arutz Sheva (Israel National News),www.israelnationalnews.com,15,HIGH
Asharq Al-Awsat,english.aawsat.com,1,HIGH
Asheville Citizen-Times,www.citizen-times.com,-7,HIGH
Asia Times,www.atimes.com,-4,HIGH
Asian News International (ANI),www.aninews.in,1,HIGH
Associated Press,apnews.com,-5,VERY HIGH
Assyrian International News Agency,www.aina.org,22,MIXED
Atavist Magazine,magazine.atavist.com,-8,VERY HIGH
Atlanta Black Star,atlantablackstar.com,-15,HIGH
Atlanta Journal-Constitution,www.ajc.com,-13,HIGH
Atlantic Council,www.atlanticcouncil.org,3,HIGH
Atlantic Media,www.atlanticmedia.com,-7,HIGH
ATTN:,www.attn.com,-11,HIGH
Austin American-Statesman,www.statesman.com,-8,HIGH
AutoStraddle,www.autostraddle.com,-23,HIGH
Axios,www.axios.com,-9,HIGH
BackChannel,backchannel.com,-8,VERY HIGH
Backed by Fact,backedbyfact.com,-18,HIGH
Ballotpedia,ballotpedia.org,-1,VERY HIGH
Baltimore City Paper,www.citypaper.com,-21,MIXED
Baltimore Sun,www.baltimoresun.com,-13,HIGH
Bangor Daily News,bangordailynews.com,-9,HIGH
Baptist News Global,baptistnews.com,-7,HIGH
Battle Creek Enquirer,www.battlecreekenquirer.com,-8,HIGH
Battlefords News Optimist,www.newsoptimist.ca,-2,HIGH
Bay Area Reporter,www.ebar.com,-19,HIGH
Bbarta24,en.bbarta24.net,-3,HIGH
BBC,www.bbc.com,-7,VERY HIGH
BDNews24,bdnews24.com,-4,HIGH
Bearing Arms,bearingarms.com,27,MIXED
Beijing Review,www.bjreview.com,-17,HIGH
Being Liberal,www.themaven.net,-27,HIGH
Being Libertarian,beinglibertarian.com,23,HIGH
Beliefnet,www.beliefnet.com,21,MIXED
Bellingcat,www.bellingcat.com,0,HIGH
Berkeleyside,www.berkeleyside.com,-13,HIGH
Berkshire Eagle,www.berkshireeagle.com,-11,HIGH
Better Government Association,www.bettergov.org,-5,HIGH
Big Government News,biggovernment.news,28,MIXED
Big League Politics,bigleaguepolitics.com,28,MIXED
Big News Network,www.bignewsnetwork.com,-3,MIXED
Big Think,bigthink.com,-2,VERY HIGH
Billings Gazette,billingsgazette.com,7,HIGH
BillMoyers.com,billmoyers.com,-9,VERY HIGH
Bipartisan Policy Center,bipartisanpolicy.org,9,HIGH
Birmingham Mail,www.birminghammail.co.uk,-17,MIXED
Bismarck Tribune,bismarcktribune.com,1,HIGH
Bitch Media,bitchmedia.org,-22,HIGH
Bizpac Review,www.bizpacreview.com,29,MIXED
Black Agenda Report,blackagendareport.com,-22,HIGH
Black Lives Matter,blacklivesmatter.com,-21,HIGH
BlastingNews,us.blastingnews.com,-15,MIXED
Bloomberg News,www.bloomberg.com,-8,HIGH
Blue Dot Daily,www.bluedotdaily.com,-30,MIXED
Blue Lives Matter,bluelivesmatter.blue,24,HIGH
Blue Nation Review,bluenationreview.com,-29,MIXED
Blue State Daily,bluestatedaily.com,-28,MIXED
Bluestem Prairie,www.bluestemprairie.com,-13,HIGH
BNO News,bnonews.com,-3,HIGH
Boing Boing,boingboing.net,-19,HIGH
Boston Globe,www.bostonglobe.com,-11,HIGH
Boston Herald,www.bostonherald.com,9,HIGH
Boy Genius Report (BGR),bgr.com,-10,HIGH
Breaking Defense,breakingdefense.com,13,HIGH
Breakthrough Institute,thebreakthrough.org,8,HIGH
Breitbart Unmasked,www.breitbartunmasked.com,-28,MIXED
Brennan Center for Justice,www.brennancenter.org,-15,HIGH
BrexitCentral,brexitcentral.com,26,MIXED
Bridge Magazine,www.bridgemi.com,-2,HIGH
Brief.News,www.brief.news,-1,HIGH
Brookings Institute,www.brookings.edu,-14,VERY HIGH
Buffalo News,www.buffalonews.com,-12,HIGH
Bulletin of the Atomic Scientists,thebulletin.org,-5,VERY HIGH
Bullshido,www.bullshido.net,-3,HIGH
Burnett County Sentinel,www.burnettcountysentinel.com,-3,MIXED
Business 2 Community,www.business2community.com,-2,HIGH
Business Insider,www.businessinsider.com,-11,HIGH
Bust Magazine,bust.com,-23,HIGH
Bustle Magazine,www.bustle.com,-14,HIGH
Buzzfeed,www.buzzfeed.com,-17,MIXED
C-Span,www.c-span.org,-1,VERY HIGH
Calgary Herald,calgaryherald.com,-13,HIGH
Calgary Sun,www.calgarysun.com,13,HIGH
California Political Review,www.capoliticalreview.com,14,HIGH
CalWatchdog.com,calwatchdog.com,-8,HIGH
Cambridge Analytica,ca-political.com,26,MIXED
Campaign for Liberty,campaignforliberty.org,17,MIXED
Campaign Life Coalition,www.campaignlifecoalition.com,30,MIXED
Campus Reform,www.campusreform.org,23,MIXED
Canadaland,www.canadalandshow.com,-13,HIGH
Canadian Dimension,canadiandimension.com,-18,HIGH
Canadian Jewish News (CJN),www.cjnews.com,10,HIGH
Canadian Public Affairs Channel (CPAC),www.cpac.ca,-1,HIGH
Canadian Taxpayers Federation,www.taxpayer.com,15,HIGH
Cape Cod Times,www.capecodtimes.com,-4,HIGH
Capital Gazette,www.capitalgazette.com,-12,HIGH
Capital Research Center,capitalresearch.org,24,MIXED
Capitol Fax,capitolfax.com,-3,HIGH
Carbonated TV,www.carbonated.tv,-26,HIGH
Care2,www.care2.com,-27,MIXED
Caribbean Life News,www.caribbeanlifenews.com,-13,HIGH
Carnegie Endowment for International Peace,carnegieendowment.org,-5,VERY HIGH
Carolina Public Press,carolinapublicpress.org,-12,HIGH
Casper Star-Tribune,trib.com,1,HIGH
Castanet,www.castanet.net,-4,HIGH
Cato Institute,www.cato.org,17,HIGH
CBC News (Canadian Broadcasting),www.cbc.ca,-12,HIGH
CBS News,www.cbsnews.com,-12,HIGH
CCTV America,www.cctv-america.com,-10,HIGH
Center for a New American Security,www.cnas.org,-4,HIGH
Center for a Stateless Society,c4ss.org,15,HIGH
Center for Advanced Defense Studies,c4ads.org,1,VERY HIGH
Center for American Progress,www.americanprogress.org,-23,HIGH
Center for Democracy and Technology,cdt.org,-2,HIGH
Center for Global Development,www.cgdev.org,-4,VERY HIGH
Center for Inquiry,www.centerforinquiry.net,-1,VERY HIGH
Center for International Policy,www.ciponline.org,-11,VERY HIGH
Center for Media and Democracy (PR Watch),www.prwatch.org,-21,HIGH
Center for Popular Democracy,populardemocracy.org,-16,HIGH
Center for Public Integrity,www.publicintegrity.org,-3,VERY HIGH
Center for Responsive Politics (Open Secrets),www.opensecrets.org,-1,VERY HIGH
Center for Strategic and International Studies,www.csis.org,-4,VERY HIGH
Center for the National Interest,cftni.org,10,HIGH
Certified Politics,certifiedpolitics.com,-28,MIXED
Change.org,www.change.org,-21,HIGH
Charleston Gazette-Mail,www.wvgazettemail.com,-10,HIGH
Charlotte Observer,www.charlotteobserver.com,-13,HIGH
Check Your Fact,checkyourfact.com,9,HIGH
Chicago Reader,www.chicagoreader.com,-22,HIGH
Chicago Sun Times,chicago.suntimes.com,-12,HIGH
Chicago Tribune,www.chicagotribune.com,9,HIGH
Chicks on the Right,www.chicksontheright.com,24,MIXED
China Daily,www.chinadaily.com.cn,-4,HIGH
China Global Television Network (CGTN),news.cgtn.com,-2,HIGH
Chinook Observer,www.chinookobserver.com,-4,HIGH
Christian News Alerts,www.christiannewsalerts.com,30,MIXED
Christian Post,www.christianpost.com,24,MIXED
Christian Science Monitor,www.csmonitor.com,-4,HIGH
Christianity Today,www.christianitytoday.com,7,HIGH
Chronicles Magazine (Rockford),www.chroniclesmagazine.org,28,MIXED
Chronicles of Democracy,www.chroniclesofdemocracy.com,-22,HIGH
Church Militant,www.churchmilitant.com,30,MIXED
Cincinnati Enquirer,www.cincinnati.com,10,HIGH
Circa News,circa.com,7,HIGH
Citizen Critics,citizencritics.org,-18,HIGH
Citizen Free Press,www.citizenfreepress.com,27,MIXED
Citizen Truth,citizentruth.org,-13,HIGH
Citizens for Legitimate Government (CLG News),www.legitgov.org,-16,MIXED
Citizens for Responsibility and Ethics in Washington (CREW),www.citizensforethics.org,-15,HIGH
Citizens for Tax Justice,ctj.org,-13,HIGH
Citizens United,citizensunited.org,23,MIXED
City and State New York,cityandstateny.com,-3,HIGH
City Journal,www.city-journal.org,24,HIGH
Civitas Institute,www.nccivitas.org,29,MIXED
Clean Technica,cleantechnica.com,-9,VERY HIGH
Clear Politics,www.clear-politics.com,30,MIXED
CNBC,www.cnbc.com,-13,HIGH
CNN,www.cnn.com,-20,MIXED
Code Pink,www.codepink.org,-29,MIXED
Cold Dead Hands,www.colddeadhands.us,27,MIXED
Colombia Reports,colombiareports.com,-12,MIXED
Colorado Springs Gazette,gazette.com,12,HIGH
Columbia Daily Herald,www.columbiadailyherald.com,9,HIGH
Columbia Journalism Review,www.cjr.org,-11,HIGH
Columbus Dispatch,www.dispatch.com,10,HIGH
Commentary Magazine,www.commentarymagazine.com,24,HIGH
Committee for a Responsible Federal Budget,crfb.org,1,VERY HIGH
Committee for Economic Development,www.ced.org,3,HIGH
Committee to Investigate Russia,investigaterussia.org,-9,HIGH
Committee to Protect Journalists,www.cpj.org,-2,VERY HIGH
Common Cause,www.commoncause.org,-12,HIGH
Common Dreams,www.commondreams.org,-24,HIGH
Commonweal Magazine,www.commonwealmagazine.org,-10,HIGH
Commonwealth Fund,www.commonwealthfund.org,-11,HIGH
Communities Digital News,www.commdiginews.com,12,HIGH
Competitive Enterprise Institute,cei.org,17,HIGH
Concord Monitor,www.concordmonitor.com,-4,HIGH
Conflict News,www.conflict-news.com,3,HIGH
Congress.gov,www.congress.gov,-1,VERY HIGH
Congressional Budget Office (CBO),www.cbo.gov,-1,VERY HIGH
Conservative Base,conservativebase.com,30,MIXED
Conservative Daily News,www.conservativedailynews.com,29,MIXED
Conservative HQ,www.conservativehq.com,29,MIXED
Conservative Institute,www.conservativeinstitute.org,22,HIGH
Conservative Outfitters,www.conservativeoutfitters.com,28,MIXED
Conservative Review,www.conservativereview.com,24,MIXED
Conservative Today,conservativetoday.com,30,MIXED
ConservativeOpinion.com,conservativeopinion.com,28,MIXED
Conservatives Here,www.conservativeshere.com,30,MIXED
Consortium News,consortiumnews.com,-5,HIGH
Constitution Daily,constitutioncenter.org,1,HIGH
Constitution Project,www.constitutionproject.org,1,HIGH
Consumer Reports,www.consumerreports.org,-1,HIGH
Consumerist,consumerist.com,-3,HIGH
Content News,content.news,-27,MIXED
Controversial Times,controversialtimes.com,30,MIXED
Cook Political Report,cookpolitical.com,-2,HIGH
Corporate Presidency,corporatepresidency.org,-15,HIGH
Cosmopolitan,www.cosmopolitan.com,-26,HIGH
Council for the National Interest,www.councilforthenationalinterest.org,-14,HIGH
Council on Foreign Relations,www.cfr.org,9,HIGH
Countable News,blog.countable.us,-4,HIGH
CounterCurrents.org,www.countercurrents.org,-22,HIGH
CounterPunch,www.counterpunch.org,-22,HIGH
Courthouse News Service,www.courthousenews.com,-1,HIGH
Cowger Nation,cowgernation.com,30,MIXED
CP24,www.cp24.com,-3,HIGH
Credo Action,credoaction.com,-14,HIGH
Crime Prevention Research Center,crimeresearch.org,28,MIXED
Crimeola,crimeola.com,-1,HIGH
CrimethInc,crimethinc.com,-22,HIGH
Crisis Magazine,www.crisismagazine.com,27,MIXED
Crooked Media,crooked.com,-23,HIGH
Crooks and Liars,crooksandliars.com,-28,MIXED
Crosscut.com,crosscut.com,-13,HIGH
CSC Mediagroup USA,www.cscmediagroupus.com,30,HIGH
CTV News,www.ctvnews.ca,-14,HIGH
Current Affairs Magazine,www.currentaffairs.org,-21,HIGH
Curve Magazine,www.curvemag.com,-18,HIGH
Daily 49er,www.daily49er.com,-19,HIGH
Daily Beast,www.thedailybeast.com,-23,HIGH
Daily Business Review,www.dailybusinessreview.com,2,HIGH
Daily Caller,dailycaller.com,26,MIXED
Daily Dems,www.dailydems.com,-29,MIXED
Daily Dot,www.dailydot.com,-19,HIGH
Daily Express,www.express.co.uk,23,MIXED
Daily Herald,www.dailyherald.com,8,HIGH
Daily Hive,dailyhive.com,-9,HIGH
Daily Journal (Illinois),www.daily-journal.com,1,HIGH
Daily Journal (Missouri),dailyjournalonline.com,-3,HIGH
Daily Kos,www.dailykos.com,-27,MIXED
Daily Mail,www.dailymail.co.uk,24,MIXED
Daily Mirror,www.mirror.co.uk,-23,MIXED
Daily News Bin,www.dailynewsbin.com,-28,MIXED
Daily Press,www.dailypress.com,7,HIGH
Daily Record (Scotland),www.dailyrecord.co.uk,-22,MIXED
Daily Record,www.dailyrecord.com,-4,HIGH
Daily Sabah,www.dailysabah.com,22,MIXED
Daily Signal,dailysignal.com,29,MIXED
Daily Surge,dailysurge.com,28,MIXED
Daily Telegraph,www.telegraph.co.uk,11,HIGH
Dallas Morning News,www.dallasnews.com,12,HIGH
Dallas Voice,www.dallasvoice.com,-23,HIGH
Dangerous,www.dangerous.com,30,MIXED
Darien Times,www.darientimes.com,-2,HIGH
Dawn,www.dawn.com,-12,HIGH
Dayton Daily News,www.daytondailynews.com,-5,HIGH
DC Statesman,www.dcstatesman.com,29,MIXED
DC Tribune,dctribune.org,-29,MIXED
DC Whispers,dcwhispers.com,29,MIXED
DCReport.org,www.dcreport.org,-17,HIGH
de Volkskrant,www.volkskrant.nl,9,HIGH
Dead State,deadstate.org,-24,HIGH
Deadline Hollywood,deadline.com,-15,HIGH
Deadspin,deadspin.com,-22,HIGH
DeathandTaxes,www.deathandtaxesmag.com,-22,HIGH
Debate Post,debatepost.com,19,HIGH
Deccan Chronicle,www.deccanchronicle.com,14,HIGH
Deccan Herald,www.deccanherald.com,-13,MIXED
Deep Left Field,deepleftfield.info,-29,MIXED
DeepStateNation.com,deepstatenation.com,-27,MIXED
Defense One,www.defenseone.com,0,HIGH
Delaware Online – The News Journal,www.delawareonline.com,-9,HIGH
Democracy 21,www.democracy21.org,-16,HIGH
Democracy Chronicles,democracychronicles.org,-24,HIGH
Democracy Guardian,democracyguardian.com,-28,MIXED
Democracy Now,www.democracynow.org,-22,HIGH
Democrat and Chronicle,www.democratandchronicle.com,-11,HIGH
Democratic Underground,www.democraticunderground.com,-28,MIXED
Demos,www.demos.org,-11,HIGH
Denver Post,www.denverpost.com,-14,HIGH
Deplorables Report,deplorablesreport.com,24,MIXED
Deseret News,www.deseretnews.com,15,HIGH
Desert Sun,www.desertsun.com,6,HIGH
DeSmog,www.desmogblog.com,-18,HIGH
Detroit Free Press,www.freep.com,-12,HIGH
Detroit News,www.detroitnews.com,12,HIGH
Die Hard Democrat,dieharddemocrat.com,-26,HIGH
Die Zeit,www.zeit.de,-9,HIGH
DifferenceBetween.net,www.differencebetween.net,0,VERY HIGH
Digg,digg.com,-9,HIGH
Digital Journal,www.digitaljournal.com,-2,HIGH
Disobedient Media,disobedientmedia.com,24,MIXED
Dissent Magazine,www.dissentmagazine.org,-23,HIGH
DiversityInc,www.diversityinc.com,-12,HIGH
Doctors Without Borders,www.doctorswithoutborders.org,-1,HIGH
Downsizing the Federal Government,www.downsizinggovernment.org,15,HIGH
DPA German Press Agency,www.dpa-international.com,-3,HIGH
Drudge Report,www.drudgereport.com,29,MIXED
Drudge Retort,www.drudge.com,-23,MIXED
Duluth News Tribune,www.duluthnewstribune.com,9,HIGH
Dutch Daily News,www.dutchdailynews.com,-13,HIGH
Dutch Review,dutchreview.com,-13,MIXED
DW News,www.dw.com,-14,HIGH
Eagle Tribune,www.eagletribune.com,1,HIGH
Earth First Journal,earthfirstjournal.org,-26,MIXED
Earth Institute,earth.columbia.edu,-2,HIGH
EarthJustice,earthjustice.org,-17,HIGH
East Bay Times,www.eastbaytimes.com,-9,HIGH
Economic Policy Institute,www.epi.org,-13,HIGH
EconomicPolicyJournal.com,www.economicpolicyjournal.com,24,HIGH
Economics.Help,www.economicshelp.org,-13,HIGH
Economy In Crisis,economyincrisis.org,-24,MIXED
Edmonton Journal,edmontonjournal.com,-10,HIGH
Edmonton Sun,www.edmontonsun.com,15,HIGH
EgbertoWillies,egbertowillies.com,-28,HIGH
Egyptian Streets,egyptianstreets.com,-12,MIXED
EJ Insight (EJI),www.ejinsight.com,-5,HIGH
El Pais,elpais.com,-13,HIGH
El Paso Times,www.elpasotimes.com,-8,HIGH
Electoral-Vote.com,www.electoral-vote.com,-19,HIGH
Electronic Frontier Foundation,www.eff.org,-8,HIGH
Electronic Intifada,electronicintifada.net,-25,HIGH
Elisabeth Parker,elisabethparker.com,-26,HIGH
Elite Daily,elitedaily.com,-19,MIXED
Elko Daily Free Press,elkodaily.com,1,HIGH
Emirates 24/7,www.emirates247.com,-11,HIGH
Empty Wheel,www.emptywheel.net,-15,HIGH
Energy Citizens,energycitizens.org,27,MIXED
Engadget,www.engadget.com,-12,HIGH
Erie Times-News,www.goerie.com,-4,HIGH
ERR News (Estonia Public Broadcasting),news.err.ee,1,HIGH
Esquire Magazine,www.esquire.com,-22,HIGH
Ethics & Religious Liberty Commission (ERLC),erlc.com,28,MIXED
Ethics and Public Policy Center (EPPC),eppc.org,15,HIGH
EU Observer,euobserver.com,-11,HIGH
Euractiv,www.euractiv.com,-17,MIXED
Eurasia Group,www.eurasiagroup.net,-3,HIGH
Eurasia Review,www.eurasiareview.com,-4,HIGH
Euronews,www.euronews.com,-4,HIGH
Every CRS Report,www.everycrsreport.com,0,VERY HIGH
Everyday Feminism,everydayfeminism.com,-21,HIGH
Evonomics,evonomics.com,-23,HIGH
Exposing the Truth,www.exposingtruth.com,-10,HIGH
ExtraNewsFeed,extranewsfeed.com,-25,MIXED
Fact / Myth,factmyth.com,-9,HIGH
Factbox.TV,factbox.tv,-15,HIGH
FactCheck,www.factcheck.org,-1,VERY HIGH
Facts and Logic About the Middle East (FLAME),factsandlogic.org,28,MIXED
FactsCan,factscan.ca,-1,VERY HIGH
Factwire News Agency,www.factwire.org,-1,HIGH
Fair Observer,www.fairobserver.com,-3,HIGH
Fairness & Accuracy in Reporting (FAIR),fair.org,-14,HIGH
FairVote,www.fairvote.org,-9,HIGH
Faith Family America,www.faithfamilyamerica.com,13,HIGH
FaithWire,www.faithwire.com,27,MIXED
Family Security Matters,www.familysecuritymatters.org,26,MIXED
Far Left Watch,farleftwatch.com,29,HIGH
Fast Company Magazine,www.fastcompany.com,-11,HIGH
Federal News Radio,federalnewsradio.com,-1,HIGH
Federal Times,www.federaltimes.com,0,HIGH
Federalist Press,federalistpress.com,30,MIXED
Federalist Society,fedsoc.org,26,MIXED
Feminist Current,www.feministcurrent.com,-19,HIGH
Feminist Frequency,feministfrequency.com,-8,HIGH
Feministing,feministing.com,-25,HIGH
Fifth Estate,www.fifthestate.org,-22,HIGH
Fight for the Future,www.fightforthefuture.org,-14,HIGH
Filming Cops,filmingcops.com,-24,HIGH
Financial Express,www.financialexpress.com,2,HIGH
Financial Post,www.financialpost.com,10,HIGH
Financial Times,www.ft.com,1,HIGH
First Draft News,firstdraftnews.org,-3,HIGH
First in Freedom Daily,firstinfreedomdaily.com,28,MIXED
First Post,www.firstpost.com,-22,HIGH
First Things Magazine,www.firstthings.com,23,MIXED
FitsNews,www.fitsnews.com,13,HIGH
FiveThirtyEight,fivethirtyeight.com,-8,HIGH
Florida Times-Union,jacksonville.com,10,HIGH
Forbes,www.forbes.com,14,MIXED
Foreign Affairs,www.foreignaffairs.com,5,HIGH
Foreign Policy in Focus,fpif.org,-10,HIGH
Foreign Policy Initiative,www.foreignpolicyi.org,12,HIGH
Foreign Policy Journal,www.foreignpolicyjournal.com,-26,MIXED
Foreign Policy News,foreignpolicynews.org,-23,MIXED
Foreign Policy Research Institute,www.fpri.org,10,VERY HIGH
Foreign Policy,foreignpolicy.com,3,HIGH
Fort Bend Herald,www.fbherald.com,13,HIGH
Fort Worth Star-Telegram,www.star-telegram.com,10,HIGH
Fort Worth Star-Telegram,www.star-telegram.com,10,HIGH
Fort Worth Weekly,www.fwweekly.com,-14,HIGH
Fortnightly Review,fortnightlyreview.co.uk,15,HIGH
Fortune Magazine,fortune.com,8,HIGH
Forward Progressives,www.forwardprogressives.com,-26,HIGH
Foundation for Defense of Democracies,www.defenddemocracy.org,21,HIGH
Foundation for Economic Education,fee.org,12,HIGH
Fox News,www.foxnews.com,24,MIXED
France24,www.france24.com,-13,HIGH
Franklin Center for Government and Public Integrity,franklincenterhq.org,15,MIXED
Fraser Institute,www.fraserinstitute.org,13,HIGH
Freakonomics Radio,freakonomics.com,-10,HIGH
Free Press,freepress.org,-27,HIGH
Free Press,www.freepress.net,-15,HIGH
Free Rein News,frnewsreport.com,-28,HIGH
Free Republic,www.freerepublic.com,27,MIXED
Free West Media,freewestmedia.com,26,MIXED
Free Wheel Media,freewheelus.com,-12,HIGH
Freedom Crossroads,freedomcrossroads.com,26,MIXED
Freedom From Religion Foundation (FFRF),ffrf.org,-1,HIGH
Freedom House,freedomhouse.org,10,HIGH
Freedom News and Journal,freedomnews.org.uk,-27,HIGH
Freedom Works,www.freedomworks.org,26,MIXED
Fresno Bee,www.fresnobee.com,-11,HIGH
Frontiers of Freedom,www.ff.org,24,MIXED
FStv (freespeech.org),www.freespeech.org,-19,HIGH
Full Fact (UK),fullfact.org,-5,VERY HIGH
Fusion,fusion.kinja.com,-16,MIXED
Future in America,www.futureinamerica.com,30,MIXED
Gallup,www.gallup.com,-2,VERY HIGH
Gatestone Institute,www.gatestoneinstitute.org,28,MIXED
Gay Star News,www.gaystarnews.com,-15,HIGH
GBTimes,gbtimes.com,-2,HIGH
Gears of Biz,gearsofbiz.com,-4,HIGH
Geopolitics Alert,geopoliticsalert.com,-13,HIGH
Get Religion,www.getreligion.org,26,MIXED
Gizmodo,gizmodo.com,-20,HIGH
Glamour Magazine,www.glamour.com,-14,HIGH
Global Citizen,www.globalcitizen.org,-11,HIGH
Global Integrity,www.globalintegrity.org,1,HIGH
Global News,globalnews.ca,-8,HIGH
Global Post,www.pri.org,-10,HIGH
Global Risk Insights (GRI),globalriskinsights.com,-7,HIGH
Global Slavery Index,www.globalslaveryindex.org,-1,VERY HIGH
Global Times (China),www.globaltimes.cn,-10,HIGH
Global Voices,globalvoices.org,-18,HIGH
Globe Gazette (Iowa),globegazette.com,-3,HIGH
Globe Today,www.globetoday.com,-22,MIXED
Good Magazine,www.good.is,-21,HIGH
GoodNewsNetwork,www.goodnewsnetwork.org,1,HIGH
GOP.com,www.gop.com,24,MIXED
GOPOCALYPSE,www.gopocalypse.org,-28,MIXED
GOPUSA,www.gopusa.com,29,MIXED
Governing Magazine,www.governing.com,-8,HIGH
Government Accountability Institute,www.g-a-i.org,29,MIXED
Government Executive,www.govexec.com,-4,HIGH
GovTrack,www.govtrack.us,0,VERY HIGH
GQ Magazine,www.gq.com,-19,HIGH
Grabien News,news.grabien.com,-3,MIXED
